filename,announcement_number,asx_code,exchange,sensitive,headline,rec_type,rec_date,rec_time,rel_date,rel_time,n_pages,rep_types
2024030102780086,2A1508901,IPH,2,N,Company Secretary Appointment/Resignation,E,2024-03-01,0 days 09:41:13,2024-03-01,0 days 09:43:44,1,['12007']
2024030102780087,2A1508903,DDR,2,N,Application for quotation of securities - DDR,E,2024-03-01,0 days 09:42:44,2024-03-01,0 days 09:43:59,6,['06020']
2024030102780088,6A1196382,SUV,6,N,Application for quotation of securities - SUV,E,2024-03-01,0 days 09:43:14,2024-03-01,0 days 09:44:04,6,['06020']
2024030102780089,2A1508902,TRP,2,N,Change of Company Secretary,E,2024-03-01,0 days 09:40:10,2024-03-01,0 days 09:44:04,1,['12007']
2024030102780090,6A1196341,FEX,6,Y,Fenix funding support for Athena Resources,E,2024-03-01,0 days 08:39:50,2024-03-01,0 days 09:45:14,3,['11001']
2024030102780091,2A1508904,CBE,2,Y,Trading Halt,E,2024-03-01,0 days 09:44:11,2024-03-01,0 days 09:45:39,2,['09007']
2024030102780092,3A637956,DUB,3,Y,Update on voluntary suspension,E,2024-03-01,0 days 09:28:07,2024-03-01,0 days 09:45:49,1,"['11001', '12001', '12008']"
2024030102780093,6A1196315,HRZ,6,Y,Lithium Exploration Update,E,2024-02-29,0 days 23:04:08,2024-03-01,0 days 09:46:04,30,['11001']
2024030102780094,6A1196379,HRZ,6,Y,Response to Price Query,E,2024-03-01,0 days 09:38:24,2024-03-01,0 days 09:46:09,4,"['09014', '17003']"
2024030102780095,2A1508905,AYT,2,Y,MORE SPECTACULAR GRADES RETURNED FROM ROCK CHIP SAMPLING,E,2024-03-01,0 days 09:39:16,2024-03-01,0 days 09:46:34,15,['11001']
2024030102780096,3A637960,AIM,3,N,Ceasing to be a substantial holder - Jencay,E,2024-03-01,0 days 09:45:52,2024-03-01,0 days 09:47:09,2,['02003']
2024030102780097,6A1196308,G1A,6,N,Corporate and Abra Operational Update,E,2024-02-29,0 days 21:55:45,2024-03-01,0 days 09:47:24,7,['11001']
2024030102780098,2A1508906,TA1,2,N,Euro Medium Term Note Programme Documentation,E,2024-03-01,0 days 09:44:46,2024-03-01,0 days 09:48:09,318,['06009']
2024030102780099,2A1508907,PFP,2,N,Application for quotation of securities - PFP,E,2024-03-01,0 days 09:48:40,2024-03-01,0 days 09:49:39,6,['06020']
2024030102780100,2A1508908,AKP,2,Y,Pause in Trading,S,2024-03-01,0 days 09:49:01,2024-03-01,0 days 09:50:29,1,['09005']
2024030102780101,6A1196383,SUV,6,N,Section 708A Notice,E,2024-03-01,0 days 09:48:12,2024-03-01,0 days 09:50:39,1,['06018']
2024030102780102,6A1196385,CMO,6,N,Application for quotation of securities - CMO,E,2024-03-01,0 days 09:49:49,2024-03-01,0 days 09:51:04,6,['06020']
2024030102780103,3A637961,KBC,3,Y,Supension from Official Quotation,E,2024-03-01,0 days 09:49:00,2024-03-01,0 days 09:51:54,1,['09001']
2024030102780104,3A637962,OPT,3,N,Change of Director's Interest Notice,E,2024-03-01,0 days 09:49:44,2024-03-01,0 days 09:52:24,4,['02009']
2024030102780105,6A1196387,CMO,6,N,Application for quotation of securities - CMO,E,2024-03-01,0 days 09:51:34,2024-03-01,0 days 09:52:34,6,['06020']
2024030102780106,2A1508909,PIA,2,N,Update - Notification of buy-back - PIA,E,2024-03-01,0 days 09:52:47,2024-03-01,0 days 09:53:24,6,['06012']
2024030102780107,6A1196388,CXU,6,N,Melrose Project Update - RC Drilling Program Commenced,E,2024-03-01,0 days 09:52:29,2024-03-01,0 days 09:55:04,5,['11001']
2024030102780108,6A1196390,ACM,6,Y,Lithium Prospectivity Continues at Cooletha,E,2024-03-01,0 days 09:53:27,2024-03-01,0 days 09:55:34,20,['11001']
2024030102780109,2A1508910,NSR,2,N,Application for quotation of securities - NSR,E,2024-03-01,0 days 09:55:04,2024-03-01,0 days 09:55:54,6,['06020']
2024030102780110,6A1196391,A1M,6,N,Change of Director's Interest Notice,E,2024-03-01,0 days 09:54:54,2024-03-01,0 days 09:56:39,3,['02009']
2024030102780111,3A637963,FDV,3,N,Appointment and Resignation of Company Secretary,E,2024-03-01,0 days 09:54:24,2024-03-01,0 days 09:58:24,1,['12007']
2024030102780112,2A1508911,CDX,2,N,Appendix 3X,E,2024-03-01,0 days 09:58:29,2024-03-01,0 days 10:00:29,2,['02008']
2024030102780113,6A1196393,BC8,6,N,Proposed issue of securities - BC8,E,2024-03-01,0 days 09:59:54,2024-03-01,0 days 10:00:54,5,['06013']
2024030102780114,3A637964,CAT,3,N,Catapult Expands Partnership with the NRL,E,2024-03-01,0 days 10:00:56,2024-03-01,0 days 10:02:34,2,['11001']
2024030102780115,6A1196394,DYM,6,Y,Pause in Trading,S,2024-03-01,0 days 10:02:08,2024-03-01,0 days 10:03:39,1,['09005']
2024030102780116,6A1196395,AW1,6,N,Proposed issue of securities - AW1,E,2024-03-01,0 days 10:02:49,2024-03-01,0 days 10:04:04,5,['06013']
2024030102780117,3A637965,NEM,3,N,Form 4 as filed for Tom Palmer,E,2024-03-01,0 days 10:02:41,2024-03-01,0 days 10:04:19,2,['02006']
2024030102780118,3A637966,NEM,3,N,Form 4 as filed for Robert Atkinson,E,2024-03-01,0 days 10:03:05,2024-03-01,0 days 10:04:39,2,['02006']
2024030102780119,3A637969,TRI,3,N,Application for quotation of securities - TRI,E,2024-03-01,0 days 10:03:48,2024-03-01,0 days 10:04:54,6,['06020']
2024030102780120,2A1508912,FGG,2,N,Appendix 3Y Change in Directors Interest - G Wilson,E,2024-03-01,0 days 10:00:30,2024-03-01,0 days 10:04:59,2,['02009']
2024030102780121,3A637967,NEM,3,N,Form 4 as filed for Peter Toth,E,2024-03-01,0 days 10:03:39,2024-03-01,0 days 10:05:04,2,['02006']
2024030102780122,3A637968,NEM,3,N,Form 4 as filed for Mark Ebel,E,2024-03-01,0 days 10:03:57,2024-03-01,0 days 10:05:24,2,['02006']
2024030102780123,3A637970,NEM,3,N,Form 4 as filed for Joshua Cage,E,2024-03-01,0 days 10:04:20,2024-03-01,0 days 10:05:39,2,['02006']
2024030102780124,3A637971,NEM,3,N,Form 4 as filed for Jennifer Cmil,E,2024-03-01,0 days 10:04:44,2024-03-01,0 days 10:06:04,2,['02006']
2024030102780125,3A637973,TRI,3,N,Cleansing Notice,E,2024-03-01,0 days 10:05:12,2024-03-01,0 days 10:06:09,1,['06018']
2024030102780126,6A1196306,AHN,6,Y,Convertible Note Funding,E,2024-02-29,0 days 21:40:04,2024-03-01,0 days 10:06:09,3,"['09014', '11001', '03022']"
2024030102780127,6A1196386,AHN,6,N,Proposed issue of securities - AHN,E,2024-03-01,0 days 09:49:58,2024-03-01,0 days 10:06:19,6,['06013']
2024030102780128,6A1196392,AHN,6,N,Proposed issue of securities - AHN,E,2024-03-01,0 days 09:55:25,2024-03-01,0 days 10:06:24,6,['06013']
2024030102780129,3A637972,NEM,3,N,Form 4 as filed for Dean Gehring,E,2024-03-01,0 days 10:05:11,2024-03-01,0 days 10:06:24,2,['02006']
2024030102780130,6A1196397,FEX,6,Y,AHN: Convertible Note Funding,E,2024-03-01,0 days 10:03:58,2024-03-01,0 days 10:06:34,3,"['11001', '03022']"
2024030102780131,3A637974,ORA,3,N,Initial Directors Interest Notice,E,2024-03-01,0 days 10:05:54,2024-03-01,0 days 10:08:04,2,['02008']
2024030102780132,3A637975,IFL,3,N,Final Director's Interest Notice,E,2024-03-01,0 days 10:06:06,2024-03-01,0 days 10:08:04,2,['02010']
2024030102780133,6A1196399,AW1,6,N,Notification regarding unquoted securities - AW1,E,2024-03-01,0 days 10:07:10,2024-03-01,0 days 10:08:14,6,['06021']
2024030102780134,3A637976,LIC,3,N,Application for quotation of securities - LIC,E,2024-03-01,0 days 10:08:12,2024-03-01,0 days 10:09:14,5,['06020']
2024030102780135,6A1196400,SRN,6,N,Change of Share Registry,E,2024-03-01,0 days 10:07:48,2024-03-01,0 days 10:09:14,1,['12004']
2024030102780136,6A1196401,AW1,6,N,Application for quotation of securities - AW1,E,2024-03-01,0 days 10:08:44,2024-03-01,0 days 10:09:44,7,['06020']
2024030102780137,3A637977,SXL,3,Y,Media reporting,E,2024-03-01,0 days 10:08:46,2024-03-01,0 days 10:10:49,2,['12008']
2024030102780138,3A637978,IFL,3,N,Initial Director's Interest Notice,E,2024-03-01,0 days 10:08:05,2024-03-01,0 days 10:10:54,2,['02008']
2024030102780139,3A637979,PSI,3,N,"End of voluntary escrow - 399,401 FPO",E,2024-03-01,0 days 10:04:23,2024-03-01,0 days 10:11:34,1,['06009']
2024030102780140,2A1508913,BDX,2,N,BCAL to Host Investor Webcast,E,2024-03-01,0 days 10:08:41,2024-03-01,0 days 10:11:49,1,"['14014', '03004']"
2024030102780141,6A1196404,AW1,6,N,Application for quotation of securities - AW1,E,2024-03-01,0 days 10:11:04,2024-03-01,0 days 10:12:34,6,['06020']
2024030102780142,2A1508914,MAE,2,N,Monthly Portfolio Holdings - January 2024,E,2024-03-01,0 days 10:10:27,2024-03-01,0 days 10:12:49,2,['03014']
2024030102780143,2A1508915,MCC,2,N,Monthly Portfolio Holdings - January 2024,E,2024-03-01,0 days 10:11:36,2024-03-01,0 days 10:13:04,1,['03014']
2024030102780144,3A637951,PGC,3,Y,Merger of PGC and CH2 Holdings,E,2024-03-01,0 days 09:17:13,2024-03-01,0 days 10:13:19,108,"['06009', '07001', '12008']"
2024030102780145,6A1196406,AW1,6,N,Cleansing Statement,E,2024-03-01,0 days 10:11:39,2024-03-01,0 days 10:13:39,2,['06018']
2024030102780146,3A637926,PGC,3,N,Proposed issue of securities - PGC,E,2024-02-29,0 days 21:57:15,2024-03-01,0 days 10:13:49,5,['06013']
2024030102780147,6A1196405,SVM,6,N,In-Country Capabilities Strengthened with Key Appointments,E,2024-03-01,0 days 10:11:03,2024-03-01,0 days 10:13:59,3,['12008']
2024030102780148,2A1508916,MCG,2,N,Monthly Portfolio Holdings - January 2024,E,2024-03-01,0 days 10:13:17,2024-03-01,0 days 10:14:24,2,['03014']
2024030102780149,6A1196398,KDY,6,Y,Quarterly Appendix 4C Cash Flow Report,E,2024-03-01,0 days 10:06:31,2024-03-01,0 days 10:15:24,5,['19003']
2024030102780150,2A1508917,FGX,2,N,Appendix 3Y Change in Directors Interest - G Wilson,E,2024-03-01,0 days 10:06:44,2024-03-01,0 days 10:18:14,2,['02009']
2024030102780151,3A637980,TAH,3,N,Appendix 3Y - Change of Interest - Janette Kendall,E,2024-03-01,0 days 10:16:09,2024-03-01,0 days 10:18:24,2,['02009']
2024030102780152,3A637981,OPT,3,N,Change of Director's Interest Notice Update,E,2024-03-01,0 days 10:17:54,2024-03-01,0 days 10:20:19,4,['02009']
2024030102780153,2A1508918,AKP,2,Y,Suspension from Official Quotation,E,2024-03-01,0 days 10:15:32,2024-03-01,0 days 10:20:44,1,['09001']
2024030102780154,6A1196408,MIO,6,Y,Renounceable Rights Issue Prospectus,E,2024-03-01,0 days 10:19:11,2024-03-01,0 days 10:23:14,50,"['06001', '06010']"
2024030102780155,2A1508919,QBE,2,N,Application for quotation of securities - QBE,E,2024-03-01,0 days 10:25:04,2024-03-01,0 days 10:26:09,7,['06020']
2024030102780156,6A1196402,KDY,6,Y,Quarterly Appendix 4C Cash Flow Report,E,2024-03-01,0 days 10:08:44,2024-03-01,0 days 10:31:39,5,['19004']
2024030102780157,2A1508920,QBE,2,N,Change of Director's Interest Notice,E,2024-03-01,0 days 10:28:43,2024-03-01,0 days 10:31:59,3,['02009']
2024030102780158,6A1196409,ODA,6,N,Initial Director's Interest Notice - M. Adshead,E,2024-03-01,0 days 10:29:59,2024-03-01,0 days 10:32:09,2,['02008']
2024030102780159,6A1196403,KDY,6,Y,Quarterly Appendix 4C Cash Flow Report,E,2024-03-01,0 days 10:10:24,2024-03-01,0 days 10:33:24,5,['19001']
2024030102780160,6A1196407,KDY,6,Y,Quarterly Appendix 4C Cash Flow Report,E,2024-03-01,0 days 10:11:49,2024-03-01,0 days 10:34:19,5,['19002']
2024030102780161,6A1196410,DYM,6,Y,Trading Halt,E,2024-03-01,0 days 10:38:12,2024-03-01,0 days 10:39:39,3,['09007']
2024030102780162,2A1508922,NWS,2,N,Appendix 3C,E,2024-03-01,0 days 10:39:19,2024-03-01,0 days 10:42:19,4,['06012']
2024030102780163,2A1508923,NWS,2,N,Appendix 3C,E,2024-03-01,0 days 10:41:35,2024-03-01,0 days 10:43:24,4,['06012']
2024030102780164,6A1196413,AAJ,6,N,Change of Share Registry,E,2024-03-01,0 days 10:42:27,2024-03-01,0 days 10:43:59,1,['12004']
2024030102780165,6A1196414,RC1,6,N,Change of Director's Interest Notice,E,2024-03-01,0 days 10:43:16,2024-03-01,0 days 10:44:19,3,['02009']
2024030102780166,3A637982,NAB,3,N,Notification of cessation of securities - NAB,E,2024-03-01,0 days 10:44:24,2024-03-01,0 days 10:44:59,4,['06027']
2024030102780167,6A1196415,NXM,6,N,Change of Share Registry,E,2024-03-01,0 days 10:44:23,2024-03-01,0 days 10:45:44,1,['12004']
2024030102780168,6A1196412,CPV,6,Y,CPV secures $4 million Placement and launches $2 million SPP,E,2024-03-01,0 days 10:41:45,2024-03-01,0 days 10:48:04,4,"['06003', '06009', '09014', '06017']"
2024030102780169,6A1196411,CPV,6,N,Proposed issue of securities - CPV,E,2024-03-01,0 days 10:39:08,2024-03-01,0 days 10:48:34,11,['06013']
2024030102780170,2A1508924,TIP,2,N,Wealth executive promotions,E,2024-03-01,0 days 10:52:02,2024-03-01,0 days 10:53:44,1,['12008']
2024030102780171,2A1508925,AR3,2,N,Half Year Accounts,E,2024-03-01,0 days 10:57:02,2024-03-01,0 days 10:58:49,27,"['03009', '03010', '03015', '03019']"
2024030102780172,2A1508921,LTM,2,N,Form 10-K Annual Report,E,2024-03-01,0 days 10:37:22,2024-03-01,0 days 10:58:49,394,"['03001', '03011', '03012', '03013', '03020']"
2024030102780173,6A1196417,YRL,6,N,Notification regarding unquoted securities - YRL,E,2024-03-01,0 days 10:55:59,2024-03-01,0 days 10:58:59,7,['06021']
2024030102780174,2A1508927,IAL,2,N,mFund - Removal from Settlement Service - IAL16,E,2024-03-01,0 days 10:58:01,2024-03-01,0 days 10:59:39,1,['20006']
2024030102780175,2A1508928,SHJ,2,N,Appendix 3Y - Graham Bradley,E,2024-03-01,0 days 10:58:38,2024-03-01,0 days 11:01:29,2,['02009']
2024030102780176,6A1196418,PGY,6,N,Options Prospectus,E,2024-03-01,0 days 11:00:29,2024-03-01,0 days 11:02:39,28,['06010']
2024030102780177,2A1508929,CUP,2,N,Application for quotation of securities - CUP,E,2024-03-01,0 days 11:01:53,2024-03-01,0 days 11:02:49,6,['06020']
2024030102780178,6A1196420,PGY,6,N,Proposed issue of securities - PGY,E,2024-03-01,0 days 11:05:20,2024-03-01,0 days 11:06:04,5,['06013']
2024030102780179,6A1196421,PV1,6,N,Notification regarding unquoted securities - PV1,E,2024-03-01,0 days 11:06:08,2024-03-01,0 days 11:07:24,6,['06021']
2024030102780180,6A1196422,CC9,6,N,Investor Presentation,E,2024-03-01,0 days 11:05:30,2024-03-01,0 days 11:12:59,27,['03026']
2024030102780181,3A637983,MMS,3,N,RemServ Reappointed by Queensland Government,E,2024-03-01,0 days 11:11:04,2024-03-01,0 days 11:13:04,1,['11002']
2024030102780182,2A1508931,WOW,2,N,Appendix 3Ys NED Equity Plan x 3,E,2024-03-01,0 days 10:43:48,2024-03-01,0 days 11:13:39,7,['02009']
2024030102780183,6A1196424,AWJ,6,N,Auric Updated Investor Presentation,E,2024-03-01,0 days 11:15:24,2024-03-01,0 days 11:17:09,18,['03026']
2024030102780184,2A1508930,GCI,2,N,Appendix 2A,E,2024-03-01,0 days 11:11:23,2024-03-01,0 days 11:17:24,20,['06020']
2024030102780185,6A1196425,TX3,6,N,Investor Presentation,E,2024-03-01,0 days 11:16:16,2024-03-01,0 days 11:19:04,21,['03026']
2024030102780186,6A1196423,KDY,6,N,Letter to Shareholders,E,2024-03-01,0 days 11:11:24,2024-03-01,0 days 11:21:49,1,"['03014', '16002']"
2024030102780187,6A1196427,REM,6,Y,Additional investment in Company,E,2024-03-01,0 days 11:22:13,2024-03-01,0 days 11:25:24,1,"['12008', '03022']"
2024030102780188,2A1508932,BND,2,N,DRP Issue Price,E,2024-03-01,0 days 11:21:55,2024-03-01,0 days 11:25:54,1,['10006']
2024030102780189,2A1508933,AAA,2,N,DRP Issue Price,E,2024-03-01,0 days 11:23:15,2024-03-01,0 days 11:30:09,1,['10006']
2024030102780190,6A1196428,TVN,6,N,Tivan Secures One Year Extension at Middle Arm,E,2024-03-01,0 days 11:26:09,2024-03-01,0 days 11:30:29,3,['11001']
2024030102780191,2A1508934,IVT,2,N,Media Release 1H24,E,2024-03-01,0 days 11:27:06,2024-03-01,0 days 11:30:39,2,['03004']
2024030102780192,2A1508944,MGF,2,N,Appendix 2A,E,2024-03-01,0 days 11:29:54,2024-03-01,0 days 11:32:29,20,['06020']
2024030102780193,2A1508945,GCI,2,N,Update - Dividend/Distribution - GCI,E,2024-03-01,0 days 11:31:28,2024-03-01,0 days 11:33:19,4,"['10001', '10002', '10003']"
2024030102780194,2A1508946,RHC,2,N,Initial Director's Interest Notice - H Kurincic,E,2024-03-01,0 days 11:32:10,2024-03-01,0 days 11:33:34,3,['02008']
2024030102780195,6A1196430,PGY,6,N,Distribution Schedule - Options,E,2024-03-01,0 days 11:32:08,2024-03-01,0 days 11:34:14,1,['06009']
2024030102780196,6A1196431,PGY,6,N,Top 20 Holders - Options,E,2024-03-01,0 days 11:32:58,2024-03-01,0 days 11:34:34,2,"['02006', '06009']"
2024030102780197,2A1508947,VTS,2,N,US SEC Filing Announcement - N-CSR Annual report,E,2024-03-01,0 days 11:35:16,2024-03-01,0 days 11:39:19,573,['03014']
2024030102780198,6A1196432,PGY,6,N,Prospectus lodged in connection with quotation of options,E,2024-03-01,0 days 11:37:20,2024-03-01,0 days 11:39:44,2,['06009']
2024030102780199,2A1508948,SNZ,2,N,Summerset Bond Offer - Offer Close,E,2024-03-01,0 days 11:36:49,2024-03-01,0 days 11:40:04,2,['06009']
2024030102780200,6A1196433,LRL,6,Y,Labyrinth Gold Project Sale Update,E,2024-03-01,0 days 11:36:30,2024-03-01,0 days 11:40:34,1,['07002']
2024030102780201,6A1196426,CMO,6,N,Notification regarding unquoted securities - CMO,E,2024-03-01,0 days 11:21:52,2024-03-01,0 days 11:40:49,6,['06021']
2024030102780202,6A1196434,PV1,6,N,Appendix 3Y-Director's Interest,E,2024-03-01,0 days 11:39:51,2024-03-01,0 days 11:41:04,2,['02009']
2024030102780203,2A1508949,VTS,2,N,US SEC Filing Announcement - N-PORT,E,2024-03-01,0 days 11:38:07,2024-03-01,0 days 11:41:59,1,['12008']
2024030102780204,6A1196435,PV1,6,N,Appendix 3Y-Director's Interest,E,2024-03-01,0 days 11:42:10,2024-03-01,0 days 11:43:29,3,['02009']
2024030102780205,6A1196436,BME,6,N,Final Director's Interest Notice - Cramer,E,2024-03-01,0 days 11:42:09,2024-03-01,0 days 11:44:59,2,['02010']
2024030102780206,6A1196437,LRS,6,N,Appointment of Aaron Maurer as Chief Operating Officer,E,2024-03-01,0 days 11:43:40,2024-03-01,0 days 11:45:29,2,['12008']
2024030102780207,6A1196438,PV1,6,N,Appendix 3Y-Director's Interest,E,2024-03-01,0 days 11:44:34,2024-03-01,0 days 11:45:44,2,['02009']
2024030102780208,2A1508950,LTM,2,N,Form 4 - Pablo Marcet,E,2024-03-01,0 days 11:43:59,2024-03-01,0 days 11:46:04,2,['02006']
2024030102780209,2A1508951,APE,2,N,Application for quotation of securities - APE,E,2024-03-01,0 days 11:47:04,2024-03-01,0 days 11:47:44,6,['06020']
2024030102780210,6A1196439,PV1,6,N,Appendix 3Y-Director's Interest,E,2024-03-01,0 days 11:46:32,2024-03-01,0 days 11:47:49,2,['02009']
2024030102780211,6A1196440,LNR,6,N,Notification regarding unquoted securities - LNR,E,2024-03-01,0 days 11:47:07,2024-03-01,0 days 11:48:14,6,['06021']
2024030102780212,6A1196441,MKT,6,N,Final Director's Interest Notice - Argyle,E,2024-03-01,0 days 11:48:12,2024-03-01,0 days 11:49:59,2,['02010']
2024030102780213,6A1196442,LNR,6,N,Application for quotation of securities - LNR,E,2024-03-01,0 days 11:49:37,2024-03-01,0 days 11:50:34,6,['06020']
2024030102780214,2A1508952,APE,2,N,APE - Change in substantial holding,E,2024-03-01,0 days 11:51:50,2024-03-01,0 days 11:53:44,5,['02002']
2024030102780215,2A1508953,APE,2,N,Change of Director's Interest Notice - POLITIS,E,2024-03-01,0 days 11:53:05,2024-03-01,0 days 11:54:04,3,['02009']
2024030102780216,2A1508954,CTW,2,N,CitiFirst AFG Instalment MINIs Dividend,E,2024-03-01,0 days 11:53:44,2024-03-01,0 days 11:54:49,1,['18006']
2024030102780217,6A1196444,PLL,6,N,Amendment to Shelf Registration Statement (Form S-3),E,2024-03-01,0 days 11:51:59,2024-03-01,0 days 11:55:09,65,['06010']
2024030102780218,2A1508955,CTW,2,N,CitiFirst HVN Instalment MINIs Dividend,E,2024-03-01,0 days 11:54:35,2024-03-01,0 days 11:55:24,1,['18006']
2024030102780219,2A1508956,OMA,2,N,Change of Principal Place of Business,E,2024-03-01,0 days 11:54:50,2024-03-01,0 days 11:56:14,1,"['12002', '12008']"
2024030102780220,6A1196445,ACP,6,N,Change of share registry,E,2024-03-01,0 days 11:55:02,2024-03-01,0 days 11:56:54,1,['12004']
2024030102780221,2A1508957,CTW,2,N,CitiFirst PTM Instalment MINIs Dividend,E,2024-03-01,0 days 11:55:37,2024-03-01,0 days 11:56:59,1,['18006']
2024030102780222,2A1508958,CTW,2,N,CitiFirst RHC Instalment MINIs Dividend,E,2024-03-01,0 days 11:56:55,2024-03-01,0 days 11:57:39,1,['18006']
2024030102780223,2A1508959,AVM,2,N,Director Appointment/Resignation,E,2024-03-01,0 days 11:57:12,2024-03-01,0 days 11:59:09,1,['12001']
2024030102780224,3A637984,CCR,3,N,Application for quotation of securities - CCR,E,2024-03-01,0 days 11:59:33,2024-03-01,0 days 12:00:49,7,['06020']
2024030102780225,6A1196446,MKT,6,N,Resignation of Director,E,2024-03-01,0 days 12:01:15,2024-03-01,0 days 12:04:14,1,['12001']
2024030102780226,2A1508960,IPD,2,N,Change of Director's Interest Notice - Mr Andrew Grant,E,2024-03-01,0 days 12:01:50,2024-03-01,0 days 12:05:19,2,['02009']
2024030102780227,2A1508962,SNZ,2,N,Summerset Bond Offer - Interest Rate Set,E,2024-03-01,0 days 12:06:08,2024-03-01,0 days 12:08:49,2,['06009']
2024030102780228,2A1508963,REP,2,N,Notification of cessation of securities - REP,E,2024-03-01,0 days 12:10:01,2024-03-01,0 days 12:10:49,4,['06027']
2024030102780229,3A637985,IRX,3,N,Director Appointment and Resignation,E,2024-03-01,0 days 12:12:08,2024-03-01,0 days 12:17:34,5,"['02008', '02010', '12001']"
2024030102780230,2A1508964,PCI,2,N,Daily Net Tangible Asset Statement,E,2024-03-01,0 days 12:17:03,2024-03-01,0 days 12:17:39,1,['03016']
